literature_review,title,abstract,references
0,The role of dynamic capabilities in e-business transformation,,"['10.1108/09513550210423352', '10.1362/0267257022775918', '10.1086/261409', '10.1111/1467-8616.00135', '10.2307/3069400', '10.1287/mnsc.48.2.171.253', '10.2307/41166582', '10.1016/s0883-9026(98)00010-x', '10.1016/s0883-9026(98)00013-5', '10.1016/s0378-7206(98)00079-2', '10.1016/s0378-7206(01)00107-0', '10.1177/014920639101700108', '10.1016/s0166-4972(97)00093-x', '10.1016/s0166-4972(00)00030-4', '10.1111/j.1540-5915.1997.tb01312.x', '10.5465/amr.1990.4308277', '10.5465/amr.1994.9412190215', '10.1108/eum0000000006190', '10.1108/09513550210435728', '10.5465/amr.1989.4308385', '10.1057/palgrave.ejis.3000324', '10.1057/palgrave.ejis.3000379', '10.1057/palgrave.ejis.3000331', '10.1057/palgrave.ejis.3000431', '10.1057/palgrave.ejis.3000448', '10.1057/palgrave.ejis.3000454', '10.1057/palgrave.ejis.3000446', '10.1057/palgrave.ejis.3000450', '10.1057/palgrave.ejis.3000445', '10.1057/palgrave.ejis.3000375', '10.1016/s1090-9516(00)00043-2', '10.2307/256451', '10.2307/256434', '10.1177/014920639902500307', '10.1287/orsc.7.3.211', '10.2307/249630', '10.1287/isre.9.4.342', '10.1057/palgrave.jibs.8490987', '10.1057/palgrave.jibs.8490909', '10.1142/s1363919601000427', '10.2307/2393701', '10.1145/342251.342261', '10.1287/mnsc.24.9.934', '10.1007/978-1-349-25262-6', '10.1002/smj.4250171110', '10.1002/smj.4250150907', '10.1002/smj.4250160921', '10.1002/smj.4250050207', '10.1016/s0263-2373(99)00084-5', '10.1016/s0263-2373(98)00036-x', '10.1016/s0263-2373(99)00032-8', '10.1002/smj.187', '10.1002/(sici)1097-0266(199708)18:7<509::aid-smj882>3.0.co;2-z', '10.1002/1097-0266(200010/11)21:10/11<1083::aid-smj127>3.0.co;2-4', '10.1002/1097-0266(200010/11)21:10/11<1105::aid-smj133>3.0.co;2-e']"
0,The economics and psychology of consumer trust in intermediaries in electronic markets - the EM-Trust Framework,,"['10.1093/oxfordjournals.cje.a013692', '10.1016/s0305-0483(00)00021-9', '10.1287/mnsc.46.4.563.12061', '10.1017/cbo9780511625930', '10.2307/1252085', '10.2307/1252308', '10.1177/0007650305275299', '10.1108/10662249910264819', '10.1509/jmkg.65.3.17.18331', '10.1086/467005', '10.1109/tem.2003.817277', '10.1086/225469', '10.1111/j.1540-5414.2006.00129.x', '10.1177/009207002236906', '10.5465/amr.1995.9508080335', '10.5465/amr.1998.926617', '10.5465/amr.2006.21318915', '10.1080/10864415.2003.11044273', '10.1080/10864415.2001.11044227', '10.1080/10864415.2002.11044247', '10.1080/10864415.2000.11044193', '10.1080/10864415.2001.11044235', '10.1080/10864415.1997.11518287', '10.1080/10864415.2000.11518377', '10.1046/j.1365-2575.2002.00123.x', '10.1057/palgrave.ejis.3000590', '10.1057/palgrave.ejis.3000616', '10.5465/amr.1998.926622', '10.1057/palgrave.ejis.3000551', '10.1057/palgrave.ejis.3000516', '10.1057/palgrave.ejis.3000480', '10.1057/palgrave.ejis.3000450', '10.1057/palgrave.ejis.3000445', '10.1016/j.dss.2006.03.012', '10.1023/b:elec.0000009279.89570.27', '10.2307/25148783', '10.2307/4132332', '10.1287/orsc.4.3.367', '10.1287/orsc.8.1.23', '10.1177/002200277001400307', '10.2307/249741', '10.17705/1jais.00056', '10.17705/1jais.00065', '10.17705/1jais.00094', '10.17705/1jais.00083', '10.1080/07421222.2004.11045798', '10.1080/07421222.1993.11517991', '10.1287/isre.1060.0106', '10.1287/isre.1060.0080', '10.1287/isre.1040.0020', '10.1287/isre.1040.0015', '10.1287/isre.13.3.334.81', '10.1016/s0167-9236(98)00061-x', '10.2307/2393356', '10.1111/j.1468-0335.1937.tb00002.x', '10.1016/s0167-9236(02)00074-x', '10.1016/s0167-9236(02)00014-3', '10.1145/953460.953500', '10.1111/0020-8833.00122', '10.2307/256885', '10.1016/0304-405x(76)90026-x', '10.1086/258464', '10.1287/mnsc.43.12.1676', '10.1257/jep.5.2.45', '10.1257/jep.10.3.135', '10.1016/s0278-0984(02)11030-3', '10.1145/299157.299175', '10.1145/214762.214766', '10.1002/(sici)1097-0266(199708)18:7<535::aid-smj885>3.0.co;2-z', '10.1257/jep.15.1.69', '10.1145/367211.367272', '10.1023/a:1010089702522', '10.1287/mnsc.48.4.534', '10.1086/227496']"
0,Knowledge-acquisitions and post-acquisition innovation performance - a comparative hazards model,,"['10.1093/cje/27.2.243', '10.1509/jmkg.72.3.94', '10.2307/1251644', '10.1007/978-0-387-68560-1', '10.1002/9780470317051', '10.1509/jmkg.69.1.114.55514', '10.1016/0048-7333(85)90021-6', '10.1177/014920639001600210', '10.1177/014920639101700111', '10.1111/j.1365-2575.2011.00374.x', '10.1108/02656710310493625', '10.1126/science.280.5364.698', '10.1007/978-0-387-21706-2', '10.2307/41703484', '10.2307/25148681', '10.1287/orsc.3.3.383', '10.1108/s0742-3322(2013)0000030012', '10.1287/isre.1090.0250', '10.1108/01443570010348280', '10.1080/713693557', '10.17705/1jais.00130', '10.17705/1jais.00118', '10.1287/orsc.13.6.714.496', '10.1287/isre.11.1.61.11783', '10.2307/2393553', '10.2307/2392832', '10.1111/j.1468-0335.1937.tb00002.x', '10.7551/mitpress/2333.001.0001', '10.1093/acprof:oso/9780199216987.001.0001', '10.1002/smj.2091', '10.1002/smj.895', '10.1257/jep.2.1.21', '10.1287/mnsc.32.11.1422', '10.1002/smj.4250030405', '10.1002/smj.4250141009', '10.1002/(sici)1097-0266(199805)19:5<461::aid-smj953>3.0.co;2-l', '10.1002/smj.435', '10.1002/smj.388', '10.1002/(sici)1097-0266(199707)18:1+<99::aid-smj928>3.3.co;2-2', '10.1002/smj.157', '10.1016/0048-7333(86)90027-2', '10.1016/s0048-7333(98)00033-x']"
0,Integrated collaboration across distributed sites - the perils of process and the promise of practice,"In an era where a strategic command of global resources is becoming a requisite for success, firms are struggling to successfully unify their onshore and offshore sites. The literature on global virtual teams generally frames the impediments to coordination and collaboration based on divergent nationally based cultural attributes, language barriers, and the limitations of information and communication technologies. Drawing on world-systems theory, this paper argues for a decrease in the importance afforded to national boundaries and individual sites, and a re-orientation to the social dynamics across sites regardless of nationality. By changing the unit of analysis to the organization as a world system and focusing on emergent practices, this paper provides new insights regarding globally distributed collaborative work and identifies how to manage global relations to overcome structural impediments, to develop positive social relations, and achieve collaboration.","['10.2307/41165947', '10.1086/226432', '10.1017/cbo9780511488849', '10.1109/tem.2002.808265', '10.1109/tem.2002.808297', '10.1515/9780691186801', '10.2307/2078644', '10.1109/ms.2004.1331302', '10.1109/2.237455', '10.1111/j.1475-682x.1980.tb00023.x', '10.2753/mis0742-1222230309', '10.2307/249410', '10.1177/017084069401500307', '10.1207/s15327973rlsi2802_2', '10.1145/975817.975818', '10.1177/0021886395312004', '10.1108/09593849510098262', '10.2307/2580122', '10.1287/mnsc.32.11.1492', '10.1145/276609.276623', '10.1145/291469.291476', '10.1093/sf/71.4.851', '10.1086/226431']"
0,Technology Frames and Framing - A Socio-Cognitive Investigation of Requirements Determination,,
0,"'Hey professor, why are you teaching this class?' Reflections on the relevance of IS research for undergraduate students",,"['10.2307/2393717', '10.1007/s10734-004-6365-x', '10.1016/j.infoandorg.2004.02.001', '10.1057/ejis.2008.19', '10.2307/30036527', '10.2307/25148866', '10.2307/20650290', '10.2307/20650319', '10.2307/20650274', '10.2307/4132338', '10.4018/irmj.1998010101', '10.2307/249406', '10.2307/249403', '10.1287/isre.1090.0259', '10.1287/isre.4.1.24', '10.1287/isre.1070.0141', '10.1111/j.1470-6431.2008.00673.x', '10.2307/2960040']"
0,Contextual influences on technology use mediation - a comparative analysis of electronic medical record systems,,"['10.1145/196734.196745', '10.1016/j.infoandorg.2004.02.001', '10.1016/s0950-5849(02)00118-0', '10.1111/j.1540-5915.1997.tb01335.x', '10.1057/palgrave/ejis/3000422', '10.1057/palgrave.ejis.3000307', '10.1057/palgrave.ejis.3000401', '10.2307/30036548', '10.2307/4132312', '10.1287/orsc.5.1.98', '10.1287/orsc.3.3.398', '10.1287/orsc.6.4.423', '10.1287/orsc.5.2.121', '10.1287/isre.7.1.63', '10.1093/comjnl/47.3.342', '10.1109/tse.2003.1183932', '10.1080/07421222.2002.11045713', '10.1287/isre.14.3.221.16560', '10.1001/jama.290.2.259', '10.1145/958160.958182', '10.1109/2.738311', '10.1080/0268396032000101162', '10.1023/a:1009982704160', '10.1108/09593840110384799', '10.1108/09593840010377635']"
0,The Interaction of Institutionally Triggered and Technology-Triggered Social Structure Change: An Investigation of Computerized Physician Order Entry,,
0,Leveraging the IT competence of non-IS workers - social exchange and the good corporate citizen,,"['10.1037/a0018137', '10.5465/amj.2010.54533176', '10.2307/256600', '10.2307/1252308', '10.1007/bf02944315', '10.4135/9781452231082', '10.1177/014920630002600408', '10.1016/j.im.2008.11.005', '10.1016/j.im.2008.04.004', '10.1177/0149206307309265', '10.1177/0149206307307635', '10.1177/014920639001600404', '10.1177/014920638601200408', '10.2307/3151718', '10.5465/amr.1998.926624', '10.5465/amr.2002.7566023', '10.1057/ejis.2011.4', '10.1057/ejis.2010.69', '10.1057/ejis.2009.4', '10.1057/palgrave.ejis.3000697', '10.1145/1349026.1349044', '10.1145/1132469.1132471', '10.2307/2092623', '10.2307/256704', '10.2753/mis0742-1222250402', '10.2753/mis0742-1222240403', '10.1002/job.348', '10.1111/j.1467-8551.2004.00405.x', '10.2307/25148814', '10.2307/25148781', '10.2307/30036530', '10.1177/014920630002600307', '10.1177/0149206305279602', '10.1287/orsc.12.3.346.10098', '10.2307/249676', '10.1287/isre.1080.0206', '10.1177/1059601103257401', '10.1177/1059601102027001008', '10.1080/07421222.2001.11045660', '10.1080/07421222.2002.11045717', '10.1080/07421222.2005.11045844', '10.1287/isre.1070.0164', '10.1287/isre.14.4.317.24899', '10.2307/257021', '10.1016/0749-5978(89)90060-5', '10.1016/s0749-5978(02)00036-5', '10.1177/1548051808315558', '10.1037/0021-9010.87.4.698', '10.1037/0021-9010.85.3.407', '10.1037/0021-9010.71.3.500', '10.1002/smj.337', '10.1037/0021-9010.75.1.51', '10.1080/09585199400000005']"
0,Through the Eyes of Experts - A Socio-Cognitive Perspective on the Automation of Fingerprint Work,,
0,When users are IT experts too - the effects of joint IT competence and partnership on satisfaction with enterprise-level systems implementation,,"['10.1287/mnsc.46.12.1554.12072', '10.1177/0263276404043622', '10.1016/s0378-7206(02)00040-x', '10.1177/014920638601200408', '10.1017/cbo9781139174077.002', '10.1108/08858620510618110', '10.2307/3150783', '10.1145/344949.345015', '10.1046/j.1365-2575.2000.00089.x', '10.1057/palgrave.ejis.3000697', '10.5465/amr.1984.4277628', '10.1111/j.1467-8551.2006.00500.x', '10.1057/palgrave.ejis.3000418', '10.1145/1284621.1284625', '10.1002/job.296', '10.1111/j.1467-8551.2004.00405.x', '10.2307/25148814', '10.2307/25148759', '10.2307/25148668', '10.2307/25148626', '10.1086/376806', '10.1016/s0959-8022(96)90015-6', '10.1080/0022027032000106726', '10.1287/orsc.7.4.375', '10.2307/3250981', '10.2307/249458', '10.2307/249562', '10.2307/249801', '10.1287/isre.8.3.215', '10.1075/pc.14.2.12zha', '10.17705/1jais.00082', '10.1080/07421222.2001.11045660', '10.1287/isre.3.1.60', '10.1287/isre.14.4.317.24899', '10.1287/isre.14.2.146.16016', '10.1287/isre.14.2.189.16018', '10.1002/pfi.4140390608', '10.1037/0033-2909.110.2.305', '10.1037/0021-9010.85.2.273', '10.1287/mnsc.30.5.586', '10.1145/332051.332063', '10.1002/smj.4250050207', '10.1002/smj.4250160402', '10.1002/(sici)1097-0266(199708)18:7<509::aid-smj882>3.0.co;2-z', '10.1080/09585199400000005']"
0,Retrospect and prospect - information systems in the last and next 25 years - response and extension,,"['10.1057/jit.2010.24', '10.4018/irmj.1998010101', '10.2307/249403', '10.1287/isre.7.4.389', '10.1287/isre.7.4.400', '10.1108/09593849510098262', '10.1111/j.1740-8784.2006.00033.x']"
0,Retrospect and prospect - information systems in the last and next 25 years - response and extension,,"['10.1057/jit.2010.24', '10.4018/irmj.1998010101', '10.2307/249403', '10.1287/isre.7.4.389', '10.1287/isre.7.4.400', '10.1108/09593849510098262', '10.1111/j.1740-8784.2006.00033.x']"
0,The privacy rights of cyborgs,,"['10.1509/jmkr.39.1.61.18935', '10.1080/026839699344773', '10.1177/026839629901400108', '10.1109/mts.2011.942305']"
0,Making a world of a difference,,"['10.1057/jit.2012.4', '10.1057/jit.2011.24', '10.1057/jit.2011.26', '10.2307/249405']"
0,Methodological practice and policy for organisationally and socially relevant IS research - an inclusive-exclusive perspective,"In this research paper, we argue that the tendency of Information Systems (IS) researchers to work with a rather parsimonious set of research methods, notably those that follow the positivist tradition, demonstrates a significant degree of methodological exclusiveness. We contend that such an exclusive practice is both counterproductive to good IS research and unethical. Further, it severely and unreasonably limits the extent to which IS research and researchers can contribute to both pressing organisational problems and the scholarly literature. We synthesise our position in a set of four arguments that guide our discussion of the nature and consequences of methodological exclusiveness, as well as possible solutions. We end the paper with an exposition of steps that could be taken to address the current situation.","['10.1017/cbo9781316534984.011', '10.1016/0956-5221(89)90017-1', '10.1111/j.1365-2575.2010.00365.x', '10.1111/j.1365-2575.1995.tb00089.x', '10.1111/j.1365-2575.2004.00162.x', '10.1080/026839699344773', '10.1177/026839629901400108', '10.1057/jit.2010.24', '10.2307/25148648', '10.2307/25148644', '10.2307/25148670', '10.2307/248698', '10.2307/249774', '10.1017/cbo9781316534984', '10.1016/0959-8022(92)90002-a', '10.1287/orsc.2.4.342', '10.1287/orsc.11.5.473.15200', '10.2307/249762', '10.1287/isre.2.1.1', '10.1287/isre.6.4.376', '10.1287/isre.7.4.400', '10.1080/07421222.1989.11517862', '10.1080/07421222.1997.11518175', '10.1108/09593840810896000', '10.1108/09593849510098262', '10.1002/(sici)1097-0266(199805)19:5<413::aid-smj946>3.0.co;2-c']"
0,The Roles of Theory in Canonical Action Research,,
0,Errata Notes: User Heterogeneity and Its Impact on Electronic Auction Market Design: An Empirical Exploration,,
0,Errata Notes: What Happens after ERP Implementation: Understanding the Impact of Interdependence and Differentiation on Plant-Level Outcomes,,
0,Errata Note: Are There Neural Gender Differences in Online Trust? An fMRI Study on the Perceived Trustworthiness of eBay Offers,,
0,ERRATA NOTES: Action Design Research,,
0,Considering the social impacts of artefacts in information systems design science research,,"['10.1145/253671.253755', '10.1177/1468795x02002001684', '10.17705/1cais.03412', '10.1016/j.jsis.2010.09.008', '10.25300/misq', '10.1057/ejis.2016.3', '10.1057/ejis.2014.36', '10.1057/ejis.2011.54', '10.1057/ejis.2010.9', '10.1057/ejis.2008.50', '10.1057/ejis.2008.38', '10.1057/ejis.2008.40', '10.1057/ejis.2008.43', '10.1057/ejis.2008.44', '10.1007/978-3-642-29863-9_29', '10.17705/1jais', '10.1016/s0195-9255(01)00105-6', '10.2753/mis0742-1222310103', '10.2753/mis0742-1222240302', '10.2307/30036529', '10.2307/20721430', '10.2307/25148693', '10.2307/41409966', '10.2307/25148625', '10.2307/249632', '10.1287/isre.2014.0519', '10.1287/isre.7.1.63', '10.1093/comjnl/31.5.398', '10.1145/2499962.2499963', '10.1145/2151163.2151164', '10.17705/1jais.00129', '10.1080/07421222.1990.11517898', '10.1287/isre.12.2.121.9700', '10.1016/0167-9236(94)00041-2', '10.1016/j.eiar.2010.12.007', '10.1016/j.eiar.2006.12.001', '10.1080/14615517.2012.660356', '10.3152/147154601781767186', '10.3152/147154601781766952', '10.24251/hicss.2017.658', '10.1287/mnsc.34.5.583', '10.1145/310930.310984', '10.1016/s0377-2217(00)00074-6', '10.1145/1555619.1555631', '10.1145/358527.358543']"
0,A portrait of a scientist,,
0,Sowing the seeds of IS cultivation in public service organisations,"This paper aims to highlight the relevance of a cultivation approach with the goal of exploring the concrete implications it may have for public administrations (PA) involved in projects of organisational change. We suggest that adopting an approach to change that reflects the cultivation perspective is an unavoidable choice for PA, much more so than it is for the corporate world. The claim is that public-sector organisations design and implement organisational solutions that find it hard to move away from the ‘maintenance’ logic of legacy systems. Compared with the rational perspective, which is geared entirely to establishing optimal relations between means and ends, the cultivation approach enables us to make valuable advances at the interpretive level. We argue that the value of the processual and incremental perspective can be useful in creating a more realistic and less illusory reconstruction of the relationship between technological change and organisational change. In this paper, we discuss how combining policy studies with ICT social studies can help empower the cultivation logic, originating new tools for analysing and evaluating e-government results.","['10.1108/09513559610128717', '10.1111/1540-6237.00140', '10.1007/10929179_1', '10.1007/10929179_15', '10.1111/j.1467-9299.1994.tb00997.x', '10.1016/s0963-8687(98)00020-1', '10.1016/s0740-624x(01)00066-1', '10.1016/s0740-624x(99)00023-4', '10.1046/j.1365-2575.2001.00095.x', '10.2307/973677', '10.1016/0305-0483(79)90071-9', '10.1111/0033-3352.00023', '10.1145/572183.572189', '10.2307/249240', '10.1007/978-3-540-30078-6_31', '10.2307/1958916', '10.3233/ip-2002-0009', '10.3233/ip-2004-0055', '10.1017/s0143814x05000206', '10.1108/09593849810246129', '10.1177/0170840604046349', '10.1111/j.1468-005x.2004.00128.x', '10.1177/016224399602100402']"
0,International Multifoods - Case A,,
0,International Multifoods - Case B,,
0,Profiling the Research Productivity of Tenured Information Systems Faculty at U.S. Institutions,,
0,A dynamic model of offshore software development,"As the offshoring of knowledge work has accelerated, theoretical models to explain the phenomenon have not kept up. Most theoretical models assume a static transactional relationship from various factors to a binary offshoring decision. Such models do not take into account the mix of sourcing choices at the level of a firm, nor do they consider dynamic changes over time. To help fill these gaps, we use five case studies on offshore migration of software work by major US companies. Data were collected from senior executives. We use these data to develop a dynamic conceptual model that incorporates three factor groupings which collectively help explain offshore sourcing outcomes: (1) economic factors; (2) the nature of the development activity; and (3) managerial capabilities and practices. Importantly, the model includes five feedback loops among sourcing decisions, sourcing mix, and these three factors. Thus, the relationships in the model are not unidirectional, nor static; rather, they are Iterative and dynamic, involving feedback loops, learning, and cumulative effects over time. In this dynamic model, the sourcing ‘mix,’ a continuously changing offshore portfolio, is a key firm-level dependent variable, closer to the economic concept of a ‘stock’ measure that represents the cumulative effect of sourcing decisions over time. This variable may be measured in different ways, for instance as the amount of work done offshore, or the number of workers employed offshore.","['10.2307/3069394', '10.1287/mnsc.47.1.189.10662', '10.1162/itid.2007.3.3.5', '10.1504/ijtg.2004.004555', '10.1086/467071', '10.1086/466942', '10.5465/amr.1985.4279103', '10.1177/0170840603024001684', '10.5465/amr.1989.4308385', '10.1177/0170840606067769', '10.1201/1078.10580530/45769.23.1.20061201/91772.6', '10.1016/j.omega.2006.06.008', '10.1080/026839696345388', '10.1177/026839629601100101', '10.1177/026839629501000407', '10.1057/jit.1995.30', '10.1093/icc/11.3.451', '10.2307/25148843', '10.2307/25148846', '10.2307/30036537', '10.2307/25148847', '10.1016/j.intman.2006.05.003', '10.1287/orsc.6.1.76', '10.2307/248684', '10.1016/j.jom.2007.02.007', '10.1016/j.jom.2007.02.004', '10.1002/kpm.217', '10.1057/palgrave.jibs.8490916', '10.1080/07421222.2005.11045850', '10.1080/07421222.1993.11517998', '10.1287/isre.1070.0131', '10.1287/isre.1070.0129', '10.1287/isre.1060.0104', '10.1108/02635570510624464', '10.1007/978-1-349-11336-1', '10.1057/jit.1995.24', '10.1057/palgrave.jit.2000125', '10.1057/palgrave.jit.2000127', '10.1002/smj.4250171107', '10.1007/s10796-007-9061-4', '10.1016/s0263-2373(96)00075-8', '10.1016/j.lrp.2006.07.009']"
0,The Value Relevance of Announcements of Transformational Information Technology Investments,,
0,The Interaction Between Microblog Sentiment and Stock Returns - An Empirical Examination,,
0,The Duality of Empowerment and Marginalization in Microtask Crowdsourcing - Giving Voice to the Less Powerful Through Value Sensitive Design,,
0,Affect in Web Interfaces - A Study of the Impacts of Web Page Visual Complexity and Order,,
0,"User experience, satisfaction, and continual usage intention of IT",,"['10.1207/s15327663jcp1203_08', '10.1207/153276603768344744', '10.2307/1251839', '10.2307/1251707', '10.1016/j.im.2005.01.002', '10.1016/j.im.2003.12.013', '10.1016/j.im.2004.01.009', '10.1016/j.im.2003.08.014', '10.1111/1540-5915.02214', '10.1016/j.ijhcs.2006.05.001', '10.1016/j.ijhcs.2003.08.005', '10.1145/235008.235010', '10.1007/978-3-642-52512-4', '10.2307/3151718', '10.1016/s0747-5632(03)00050-5', '10.1080/10864415.2001.11044237', '10.2307/3172652', '10.2307/3150499', '10.1057/palgrave.ejis.3000619', '10.1111/j.1467-8551.2006.00500.x', '10.1086/208906', '10.1086/209361', '10.1086/209358', '10.1145/581951.581966', '10.1080/00222216.1998.11949843', '10.1007/bf00436035', '10.1108/07363760510611671', '10.1080/101967802753433254', '10.1086/209131', '10.1016/0747-5632(93)90032-n', '10.2307/25148634', '10.2307/25148660', '10.2307/3250921', '10.1111/j.1559-1816.1992.tb00945.x', '10.2307/249576', '10.2307/3250951', '10.2307/249751', '10.2307/249008', '10.1017/cbo9780511621956', '10.17705/1jais.00170', '10.1111/j.1467-6494.1996.tb00512.x', '10.1080/07421222.1988.11517807', '10.1287/isre.3.1.60', '10.1287/isre.11.4.342.11872', '10.1287/isre.13.2.205.83', '10.1080/019722497129278', '10.1016/s0167-9236(01)00111-7', '10.1108/02635570510616120', '10.1108/02635570410567757', '10.1037/0033-2909.110.2.305', '10.1145/953460.953485', '10.1037/0022-3514.45.6.1361', '10.1207/s15327590ijhc1803_2', '10.1177/0049124101030002004', '10.1037/1082-989x.5.2.155', '10.1287/mnsc.21.2.178', '10.1287/mnsc.36.1.76', '10.1287/mnsc.30.5.586', '10.1515/9781503620766', '10.1177/009365092019005001', '10.1177/001316447403400105']"
0,Can Positive Online Social Cues Always Reduce User Avoidance of Sponsored Search Results?,"Online social cues that utilize user-generated data, such as user reviews and product ratings, have become one of the key factors influencing online user behavior and decisions. Online users who shared their reviews and ratings about a product (or a seller) become an abstract reference group to a focal user interested in the same product. This study focuses on sponsored search results (SSRs), a type of unsolicited information that matches users’ search queries and receives high evaluations from prior consumers. We investigate the effects of positive social cues on alleviating users’ avoidance responses toward an encountered SSR when searching for a product in a C2C e-commerce context. We synthesize the avoidance literature and identify three forms of SSR avoidance, namely, cognitive, behavioral, and affective avoidance. We apply users’ implicit concerns on SSRs to explain users’ avoidance of an encountered SSR. In addition, we extend social influence theory to online settings where abstract reference groups are posited to trigger social influence. We examine how and under what conditions the three forms of SSR avoidance can be reduced by various positive online social cues (i.e., product- and seller-related). We conduct three laboratory experiments. Results attest to users’ implicit concerns on SSRs and their avoidance of SSRs and reveal different effects of various social cues on reducing the three forms of SSR avoidance. This study uncovers the theoretical mechanisms of social influence on reducing SSR avoidance in online settings. It also offers practical implications for online search service providers to help online users’ decision making in their search process.",
0,Repairing Integrity-Based Trust Violations in Ascription Disputes for Potential E-Commerce Customers,"Trust violations of online sellers are widely reported in customer reviews and are often ascribed to the sellers’ lack of integrity. These reported violations reduce potential customers’ trust in the accused sellers, given the critical role of seller integrity in e-commerce. However, accused sellers and buyers often dispute the ascriptions of trust violations (e.g., sellers may argue that a violation is due to their lack of competence instead of their integrity). The trust repair literature has inadequately focused on effective strategies to repair reported integrity-based trust violations in ascription disputes. Drawing upon attribution theory and individuals’ cognitive sensemaking process regarding trust violations, we propose an account-based approach through re-ascription and stability attributions, enabling accused sellers to repair potential customers’ trust in them in the event of such disputes. We theorize the effectiveness of this approach by considering the contingent role of the accused seller’s reputation. The results of our laboratory experiments confirm the effectiveness of our approach in repairing potential customers’ trust for sellers with a high reputation but not for sellers with a low reputation. We further investigate the effectiveness of disclosing substantive amends (i.e., financial compensation) made by the accused seller to the victim as an alternative approach to repairing potential customers’ trust in sellers with a low reputation. The results reveal the significant effects of disclosing substantive amends on repairing potential customers’ trust in the seller, regardless of the seller’s reputation.",
0,Let Artificial Intelligence Be Your Shelf Watchdog: The Impact of Intelligent Image Processing-Powered Shelf Monitoring on Product Sales,"We collaborated with a leading fast-moving consumer goods (FMCG) manufacturer to investigate how intelligent image processing (IIP)-based shelf monitoring aids manufacturers’ shelf management by using data from a quasi-experiment and a field experiment. We discovered that such artificial intelligence (AI) assistance significantly and consistently improves product sales. Several underlying mechanisms were revealed by our quantitative and qualitative analysis. First, retailers are more likely to comply due to the greater monitoring effectiveness enabled by AI assistance. Second, the positive effect of IIP-based shelf monitoring partially persists after it is terminated, implying that human learning takes place. Third, the value of IIP-based shelf monitoring can be attributed to independent retailers rather than chain retailers. Since the degree of contract heterogeneity is the major difference between these retailers in terms of monitoring, this finding further suggests that AI is relatively more scalable when coping with more heterogeneous instances. Apart from these great benefits, we demonstrate the low marginal costs of implementing IIP-powered shelf monitoring, which indicates its long-term applicability and potential to generate incremental value. Our research contributes to several literature streams and provides managerial insights for practitioners who consider AI-assisted operational models.",
0,"Media, Tasks, and Communication Processes: A Theory of Media Synchronicity",,
0,The Adoption and Use of GSS in Project Teams - Toward More Participative Processes and Outcomes,,
0,Beta Versus VHS and the Acceptance of Electronic Brainstorming Technology,,
0,Research Standards for Promotion and Tenure in Information Systems,,
1,Understanding Fit and Appropriation Effects in Group Support Systems via Meta-Analysis,,
0,The Influence of Status on Evaluations: Evidence from Online Coding Contests,"In many instances, online contest platforms rely on contestants to ensure submission quality. This scalable evaluation mechanism offers a collective benefit. However, contestants may also leverage it to achieve personal, competitive benefits. Our study examines this tension from a status-theoretic perspective, suggesting that the conflict between competitive and collective benefits, and the net implication for evaluation efficacy, is influenced by contestants’ status. On the one hand, contestants of lower status may be viewed as less skilled and hence more likely to make mistakes. Therefore, low-status contestants may attract more evaluations if said evaluations are driven predominantly by an interest in collective benefits. On the other hand, if evaluations are driven largely by an interest in personal, competitive benefits, a low-status contestant makes for a less attractive target and hence may attract fewer evaluations. We empirically test these competing possibilities using a dataset of coding contests from Codeforces. The platform allows contestants to assess others’ submissions and improve evaluations (a collective benefit) by devising test cases (hacks) in addition to those defined by the contest organizer. If a submission is successfully hacked, the hacker earns additional points, and the target submission is eliminated from the contest (a competitive benefit). We begin by providing qualitative evidence based on semi-structured interviews conducted with contestants spanning the status spectrum at Codeforces. Next, we present quantitative evidence exploiting a structural change at Codeforces wherein many contestants experienced an arbitrary status reduction unrelated to their performance because of sudden changes to the platform’s color-coding system around contestant ratings. We show that status-loser contestants received systematically more evaluations from other contestants, absent changes in their short-run submission quality. Finally, we show that the excess evaluations allocated toward affected contestants were less effective, indicating status-driven evaluations as potentially less efficacious. We discuss the implications of our findings for managing evaluation processes in online contests.",
