literature_review,abstract,title,references
0,"Two “Issues and Opinions” articles are being published in this issue to stimulate communitywide reflection on enhancing our teaching offerings. Further, the journal also announces a new special issue on digital systems and competition.",Editorial Notes,
0,"Although its popularity is widespread, the Web is well known for one particular drawback: its frequent delay when moving from one page to another. This experimental study examined whether delay and two other website design variables (site breadth and content familiarity) have interaction effects on user performance, attitudes, and behavioral intentions. The three experimental factors (delay, familiarity, and breadth) collectively impact the cognitive costs and penalties that users incur when making choices in their search for target information. An experiment was conducted with 160 undergraduate business majors in a completely counterbalanced, fully factorial design that exposed them to two websites and asked them to browse the sites for nine pieces of information. Results showed that all three factors have strong direct impacts on performance and user attitudes, in turn affecting behavioral intentions to return to the site, as might be expected. A significant three-way interaction was found between all three factors indicating that these factors not only individually impact a user’s experiences with a website, but also act in combination to either increase or decrease the costs a user incurs. Two separate analyses support an assertion that attitudes mediate the relationship of the three factors on behavioral intentions. The implications of these results for both researchers and practitioners are discussed. Additional research is needed to discover other factors that mitigate or accentuate the effects of delay, other effects of delay, and under what amounts of delay these effects occur.","When the Wait Isn't So Bad - The Interacting Effects of Website Delay, Familiarity, and Breadth","['10.3758/bf03203551', '10.1145/332040.332423', '10.1207/s15327744joce100101', '10.1146/annurev.ps.41.020190.000245', '10.1016/b978-0-444-70536-5.50015-4', '10.1145/383952.383991', '10.1145/317456.317470', '10.1145/125187.125193', '10.1177/107118138102500179', '10.1080/00140138908966087', '10.1145/365024.365331', '10.1145/365024.365325', '10.1145/57167.57203', '10.1177/154193128302700917', '10.2466/pms.1996.82.3c.1187', '10.2979/esj.2001.1.1.55', '10.1080/14241270109389953', '10.1145/329671.329688', '10.1145/800045.801581', '10.1177/001872088502700203', '10.1146/annurev.psych.52.1.27', '10.1145/642611.642698', '10.1145/778712.778742', '10.1037/e574062012-017', '10.2307/30036540', '10.2307/249454', '10.2307/249688', '10.2307/249008', '10.1287/isre.10.4.356', '10.1287/isre.6.2.144', '10.1002/(sici)1520-6653(199924)13:1<41::aid-dir4>3.0.co;2-s', '10.1145/1476589.1476628', '10.4018/978-1-878289-72-8.ch007', '10.4018/978-1-931777-00-1.ch011', '10.1287/isre.13.3.296.76', '10.1287/isre.13.2.187.87', '10.3233/hsm-2000-19205', '10.1016/s0167-9236(00)00076-2', '10.1080/10447319409526102', '10.1207/s15327590ijhc1202_5', '10.1037/0022-3514.51.6.1173', '10.1287/mnsc.31.4.395', '10.1207/s15327051hci1501_02', '10.1080/01449298608914510', '10.1080/01449298808901862', '10.1080/01449298608914494', '10.1145/937549.937551', '10.1145/937549.937550', '10.1145/274644.274649', '10.1016/0953-5438(95)93606-6', '10.1016/s0953-5438(97)00019-2', '10.1016/s0953-5438(00)00030-8', '10.1037/0033-295x.106.4.643', '10.1145/278476.278491', '10.1145/182.358464', '10.1145/800045.801592', '10.1145/208344.208348', '10.1016/s0020-7373(88)80068-3', '10.1016/s0020-7373(84)80018-8', '10.1145/3166.3170']"
0,"Recommendations and consumer reviews are universally acknowledged as significant features of a business-to-consumer website. However, because of the well-documented obstacles to measuring the causal impact of these artifacts, there is still a lack of empirical evidence demonstrating their influence on two important outcome variables in the shopping context: perceived usefulness and social presence. To test the existence of a causal link between information technology (IT)-enabled support for the provision of recommendations and consumer reviews on the usefulness and social presence of the website, this study employs a novel approach to generate the experimental conditions by filtering the content of Amazon.com in real time. The results show that the provision of recommendations and consumer reviews increases both the usefulness and social presence of the website.",Research Note - The Influence of Recommendations and Consumer Reviews on Evaluations of Websites,"['10.1287/mksc.19.1.4.15178', '10.1109/mic.2003.1167344', '10.2307/1250426', '10.1007/978-1-4612-4964-1', '10.1145/345124.345168', '10.1016/s0378-7206(98)00096-2', '10.1146/annurev.ps.43.020192.000511', '10.1016/0148-2963(90)90037-e', '10.1109/mitp.2003.1235611', '10.1016/b978-155860643-2/50011-1', '10.2979/esj.2003.2.2.7', '10.1111/j.1083-6101.1997.tb00075.x', '10.1509/jmkr.37.3.363.18779', '10.1080/01449290110084683', '10.1108/07363769210035215', '10.1080/10196780050033971', '10.2307/30036527', '10.2307/25148760', '10.2307/30036540', '10.2307/30036519', '10.2307/3250969', '10.2307/249403', '10.1002/dir.20041', '10.1002/dir.1014', '10.1002/dir.10003', '10.1147/sj.424.0686', '10.1287/isre.1060.0093', '10.2307/1884852', '10.1016/j.jretai.2004.04.001', '10.1037/0022-3514.51.2.333', '10.1023/a:1011196000674', '10.1145/505248.505269']"
0,"Previous research shows that synchronous text discussion through group support systems (GSS) can improve the exchange of information within teams, but this improved information exchange usually does not improve decisions because participants fail to process the new information they receive. This study examined one potential cause for this failure: Dual-task interference caused by the need to concurrently process new information from others while also contributing one’s own information to the discussion. Although prior research argues that dual-task interference should be minimal, we found that it significantly reduced participants’ information processing and led to lower decision quality. The effect sizes were large, suggesting that dual-task interference is one of a handful of major factors that exert the greatest influence on information processing and decision-making performance. We believe that these results call for an increased emphasis on and understanding of the cognitive underpinnings of GSS and virtual team decision making.",Research Note - Individual Cognition and Dual-Task Interference in Group Support Systems,"['10.1080/10580539708907061', '10.1016/s0268-4012(99)00061-4', '10.4135/9781412984744', '10.1145/105783.105793', '10.1207/s15327744joce0802_3', '10.3758/bf03198100', '10.1017/cbo9781139173537', '10.1111/j.1540-5915.1997.tb01336.x', '10.1109/tpc.2004.843292', '10.1111/j.1083-6101.1999.tb00106.x', '10.1007/978-1-4612-4634-3_9', '10.5465/amr.1978.4305717', '10.1111/1464-0597.00013', '10.1002/ejsp.2420030402', '10.1086/314322', '10.1037/0096-1523.8.1.146', '10.1080/07421222.1999.11518260', '10.2307/25148716', '10.2307/30036539', '10.1016/0361-3682(90)90033-q', '10.1016/s0001-4575(02)00028-3', '10.1037/0096-1523.29.2.280', '10.1080/10417947809372391', '10.2307/249563', '10.2307/249531', '10.1287/isre.10.4.378', '10.1287/isre.7.4.451', '10.1016/0022-1031(73)90004-8', '10.1037/1076-898x.3.3.196', '10.1007/s00426-002-0101-x', '10.1080/07421222.1999.11518225', '10.1080/07421222.1997.11518175', '10.1287/isre.12.3.322.9710', '10.2307/2393372', '10.2307/2391105', '10.1016/s0001-4575(02)00028-3', '10.1037/0033-2909.116.2.220', '10.1037/0022-3514.45.4.805', '10.1037/0022-3514.63.3.426', '10.1177/1046496493244003', '10.1177/1046496496271006', '10.1287/mnsc.31.4.395', '10.1207/s15327108ijap0501_7', '10.1037/0022-3514.53.1.81', '10.1037/0022-3514.53.3.497', '10.1037/0022-3514.57.1.67', '10.1037/0022-3514.52.2.260', '10.1027//0269-8803.15.1.14', '10.1037/0021-9010.85.4.565', '10.1037/0033-295x.104.4.749', '10.1037/0033-295x.104.1.3', '10.1287/mnsc.36.6.689']"
0,"Information systems and the Internet have facilitated the creation of used-product markets that feature a dramatically wider selection, lower search costs, and lower prices than their brick-and-mortar counterparts do. The increased viability of these used-product markets has caused concern among content creators and distributors, notably the Association of American Publishers and Author’s Guild, who believe that used-product markets will significantly cannibalize new product sales. This proposition, while theoretically possible, is based on speculation as opposed to empirical evidence. In this paper, we empirically analyze the degree to which used products cannibalize new-product sales for books—one of the most prominent used-product categories sold online. To do this, we use a unique data set collected from Amazon.com’s new and used book marketplaces to measure the degree to which used products cannibalize new-product sales. We then use these estimates to measure the resulting first-order changes in publisher welfare and consumer surplus. Our analysis suggests that used books are poor substitutes for new books for most of Amazon’s customers. The cross-price elasticity of new-book demand with respect to used-book prices is only 0.088. As a result, only 16% of used-book sales at Amazon cannibalize new-book purchases. The remaining 84% of used-book sales apparently would not have occurred at Amazon’s new-book prices. Further, our estimates suggest that this increase in book readership from Amazon’s used-book marketplace increases consumer surplus by approximately $67.21 million annually. This increase in consumer surplus, together with an estimated $45.05 million loss in publisher welfare and a $65.76 million increase in Amazon’s profits, leads to an increase in total welfare to society of approximately $87.92 million annually from the introduction of used-book markets at Amazon.com.",Internet Exchanges for Used Books - An Empirical Analysis of Product Cannibalization and Welfare Impact,"['10.1201/1078/45099.22.2.20050301/87282.11', '10.3138/jsp.36.4.187', '10.1287/mnsc.49.11.1580.20580', '10.1287/mnsc.46.4.563.12061', '10.2307/2534754', '10.1111/1467-6451.00176', '10.1111/1467-6451.00162', '10.1111/1467-6451.00161', '10.1023/a:1024634613982', '10.1016/s0278-0984(02)11027-3', '10.2307/2967665', '10.1086/467366', '10.1111/j.0022-1821.2004.00236.x', '10.1086/466731', '10.1086/466798', '10.1080/07421222.2005.11045853', '10.1287/isre.7.3.281', '10.1287/mksc.2.3.203', '10.1086/260848', '10.1086/260218', '10.1086/261058', '10.1287/mnsc.43.12.1676', '10.1016/0014-2921(94)90003-5', '10.1145/214762.214766', '10.2307/2555442', '10.2307/2556043']"
0,"We announce the appointment of 17 new associate editors for the journal. Further, the journal has now migrated to an online system for the submission and review of manuscripts. The system is called Manuscript Central (http://mc.manuscriptcentral.com/isr) and is similar to the system in use for other INFORMS journals. Finally, proposals for a new special issue are invited. These proposals should focus on, and highlight emerging, interdisciplinary research on novel and underresearched phenomena and must adhere to the guidelines developed for the journal.",Editorial Notes,
0,"For online marketplaces to succeed and prevent a market of lemons, their feedback mechanism (reputation system) must differentiate among sellers and create price premiums for trustworthy sellers as returns to their reputation. However, the literature has solely focused on numerical (positive and negative) feedback ratings, alas ignoring the role of feedback text comments. These text comments are proposed to convey useful reputation information about a seller’s prior transactions that cannot be fully captured with crude numerical ratings. Building on the economics and trust literatures, this study examines the rich content of feedback text comments and their role in building a buyer’s trust in a seller’s benevolence and credibility. In turn, benevolence and credibility are proposed to differentiate among sellers by influencing the price premiums that a seller receives from buyers. This paper utilizes content analysis to quantify over 10,000 publicly available feedback text comments of 420 sellers in eBay’s online auction marketplace, and to match them with primary data from 420 buyers that recently transacted with these 420 sellers. These dyadic data show that evidence of extraordinary past seller behavior contained in the sellers’ feedback text comments creates price premiums for reputable sellers by engendering buyer’s trust in the sellers’ benevolence and credibility (controlling for the impact of numerical ratings). The addition of text comments and benevolence helps explain a greater variance in price premiums (R 2 = 50%) compared to the existing literature (R 2 = 20%–30%). By showing the economic value of feedback text comments through trust in a seller’s benevolence and credibility, this study helps explain the success of online marketplaces that primarily rely on the text comments (versus crude numerical ratings) to differentiate among sellers and prevent a market of lemon sellers. By integrating the economics and trust literatures, the paper has theoretical and practical implications for better understanding the nature and role of feedback mechanisms, trust building, price premiums, and seller differentiation in online marketplaces.","The Nature and Role of Feedback Text Comments in Online Marketplaces - Implications for Trust Building, Price Premiums, and Seller Differentiation","['10.2307/1881782', '10.2307/1879431', '10.1086/260996', '10.1207/s15327663jcp0602_03', '10.2307/1251829', '10.1111/1467-6451.00180', '10.2307/1252172', '10.1145/355112.355122', '10.1177/0092070300281014', '10.2307/1252265', '10.1509/jmkg.66.1.15.18449', '10.1177/014920638601200408', '10.1111/j.0022-1821.2004.00237.x', '10.1016/s0963-8687(02)00017-3', '10.1007/bf02249397', '10.1007/s10683-006-4309-2', '10.2307/3150783', '10.1162/105864001300122476', '10.5465/amr.1995.9508080335', '10.1080/10864415.2001.11044235', '10.2307/3172601', '10.1086/208674', '10.1086/209311', '10.1086/209256', '10.1162/0034653054638391', '10.1145/1080192.1080207', '10.4135/9781412983488', '10.2307/25148783', '10.2307/25148720', '10.2307/30036541', '10.2307/30036519', '10.2307/4132332', '10.1111/j.1468-0343.1990.tb00020.x', '10.1287/orsc.4.3.367', '10.1287/orsc.14.1.5.12810', '10.2307/3250951', '10.1016/0022-0531(82)90030-8', '10.1016/0022-0531(82)90031-x', '10.1016/0022-0531(82)90029-1', '10.1147/sj.423.0498', '10.1177/017084069601700605', '10.1017/cbo9780511528309.004', '10.1080/07421222.2002.11045715', '10.1287/isre.1050.0065', '10.1287/isre.1050.0054', '10.1287/isre.1040.0015', '10.1287/isre.12.3.240.9709', '10.1287/isre.14.2.189.16018', '10.1287/isre.13.3.334.81', '10.2307/2118364', '10.1086/261849', '10.1037/0022-3514.51.6.1173', '10.2307/256324', '10.1016/0304-405x(76)90026-x', '10.1145/569905.569910', '10.1111/j.1530-9134.2006.00103.x', '10.1016/s0278-0984(02)11030-3', '10.1037/0021-9010.88.5.879', '10.2307/1593721', '10.1287/mnsc.49.10.1407.17308']"
0,,Information Systems Research Special Issue - Flexible and Distributed Information Systems Development,
0,"Because of challenges often experienced when deploying software, many firms have embarked on software process improvement (SPI) initiatives. Critical to the success of these initiatives is the transfer of knowledge across individuals who occupy a range of roles in various organizational units involved in software production. Prior research suggests that a portfolio of different mechanisms, employed frequently, can be required for effective knowledge transfer. However, little research exists that examines under what situations differing portfolios of mechanisms are selected. Further, it is not clear how effective different portfolio designs are. In this study, we conceptualize knowledge transfer portfolios in terms of their composition (the types of mechanisms used) and their intensity (the frequency with which the mechanisms are utilized). We hypothesize the influence of organizational design decisions on the composition and intensity of knowledge transfer portfolios for SPI. We then posit how the composition and intensity of knowledge transfer portfolios affect performance improvement. Our findings indicate that a more intense portfolio of knowledge transfer mechanisms is used when the source and recipient are proximate, when they are in a hierarchical relationship, or when they work in different units. Further, a source and recipient select direction-based portfolios when they are farther apart, in a hierarchical relationship, or work in different units. In terms of performance, our results reveal that the fit between the composition and intensity of the knowledge transfer portfolio influences the recipient's performance improvement. At lower levels of intensity direction-based portfolios are more effective, while at higher levels of intensity routine-based portfolios yield the highest performance improvement. We discuss the implications of our findings for researchers and for managers who want to promote knowledge transfer to improve software processes in their organizations.",The Effectiveness of Knowledge Transfer Portfolios in Software Process Improvement - A Field Study,"['10.2307/3069409', '10.1287/mnsc.46.4.451.12056', '10.2307/41166628', '10.2307/41165942', '10.1145/78973.78976', '10.1002/9780470998458.ch25', '10.1109/tem.2003.817278', '10.1108/13673270310477298', '10.5465/amr.1994.9412271807', '10.2307/25148668', '10.2307/3250930', '10.1287/orsc.5.1.14', '10.1287/orsc.7.4.375', '10.1287/orsc.2.1.58', '10.1287/orsc.6.4.373', '10.1287/orsc.1040.0094', '10.1287/orsc.14.3.283.15167', '10.2307/3250967', '10.2307/249562', '10.1147/sj.372.0227', '10.1109/tse.2002.1019481', '10.1111/j.2044-8309.1993.tb00984.x', '10.2307/2667032', '10.1287/orsc.13.3.274.2778', '10.1145/1096000.1096028', '10.1006/obhd.2000.2893', '10.1006/obhd.2000.2892', '10.1287/mnsc.41.11.1750', '10.1207/s15327051hci1523_4', '10.1006/obhd.2000.2888', '10.1108/09534819710177530', '10.1037/0021-9010.79.1.67', '10.1287/mnsc.36.8.938', '10.1145/255656.255692', '10.1145/203330.203345', '10.1287/mnsc.49.4.464.14425']"
0,"In this study, we model firms that sell a product and a complementary online service, where only the latter displays positive network effects. That is, the value each consumer derives from the service increases with the total number of consumers that subscribe to the service. In addition, the service is valuable only to consumers who buy the product. We consider two pricing strategies: (1) bundle pricing, in which the firm charges a single price for the product and the service, and (2) separate pricing, in which the firm sets the prices of the product and the service separately, and consumers self-select whether to buy both or only the product. We show that in contrast to the common result in the bundling literature, often the monopolist chooses not to offer the bundle (he either sells the service separately or not at all) although bundling would increase both consumer surplus and social welfare. Thus, underprovision of the service can be the market outcome. We also demonstrate that network effects may cause the underprovision of the service.",Research Note - Analyzing Pricing Strategies for Online Services with Network Effects,"['10.1086/296250', '10.1086/296654', '10.1086/261409', '10.1016/s1573-448x(06)03031-7', '10.1111/1467-6451.00129', '10.2307/2950488', '10.1016/j.econlet.2006.08.033', '10.1016/j.econlet.2003.10.009', '10.2307/2937852', '10.1016/0022-0531(78)90085-6', '10.2307/1886045', '10.1016/s0167-6245(99)00006-2', '10.1080/07421222.2003.11045761', '10.1287/mnsc.1100.1259', '10.1111/j.1430-9134.1996.00149.x', '10.1287/mnsc.45.12.1613', '10.1257/jep.8.2.93', '10.2307/2601040', '10.1016/s0167-7187(97)00028-3', '10.2307/2555589', '10.2139/ssrn.382962']"
0,"Workflow technology has become a standard solution for managing increasingly complex business processes. Successful business process management depends on effective workflow modeling and analysis. One of the important aspects of workflow analysis is the data-flow perspective because, given a syntactically correct process sequence, errors can still occur during workflow execution due to incorrect data-flow specifications. However, there have been only scant treatments of the data-flow perspective in the literature and no formal methodologies are available for systematically discovering data-flow errors in a workflow model. As an indication of this research gap, existing commercial workflow management systems do not provide tools for data-flow analysis at design time. In this paper, we provide a data-flow perspective for detecting data-flow anomalies such as missing data, redundant data, and potential data conflicts. Our data-flow framework includes two basic components: data-flow specification and data-flow analysis; these components add more analytical rigor to business process management.",Formulating the Data-Flow Perspective for Business Process Management,"['10.1109/hicss.1997.663409', '10.1007/bf01277643', '10.2139/ssrn.1561314', '10.1023/a:1008773617579', '10.1109/52.28119', '10.1016/s0306-4379(00)00008-9', '10.1287/isre.5.3.195', '10.1109/32.58790', '10.1109/45.52994', '10.1080/07421222.1995.11518069', '10.1287/isre.13.1.1.94', '10.1287/isre.11.1.17.11787', '10.1016/s0167-9236(01)00114-2', '10.1142/s0218126698000043', '10.1023/b:item.0000031583.16306.0f', '10.1287/mnsc.40.12.1579', '10.1109/69.991725', '10.1287/mnsc.45.2.253', '10.1023/a:1011417710529', '10.1023/a:1011457324641', '10.1145/130994.130998']"
0,"A trust-assuring argument refers to “a claim and its supporting statements used in an Internet store to address trust-related issues.” Although trust-assuring arguments often appear in Internet stores, little research has been conducted to understand their effects on consumer trust in an Internet store. The goals of this study are (1) to investigate whether or not the provision of trust-assuring arguments on the website of an Internet store increase consumer trust in that Internet store and (2) to identify the most effective form of trust-assuring arguments to provide guidelines for their implementation. Toulmin's (1958) model of argumentation is proposed as a basis to identify the elements of an argument and to strengthen the effects of trust-assuring arguments on consumer trust in an Internet store. Based on Toulmin's (1958) model of argumentation, three elements of arguments that commonly appear in daily communication; namely, claim, data, and backing, are identified. Data refers to the grounds for a claim, while backing is used for providing reasons for why the data should be accepted. By combining these three elements, three forms of trust-assuring arguments (claim only, claim plus data, and claim plus data and backing) are developed. The effects of these three forms of trust-assuring arguments on consumer trust in an Internet store are tested by comparing them to a no trust-assuring argument condition in a laboratory experiment with 112 participants. The results indicate (1) providing trust-assuring arguments that consist of claim plus data or claim plus data and backing increases consumers' trusting belief but displaying arguments that contain claim only does not and (2) trust-assuring arguments that include claim plus data and backing lead to the highest level of trusting belief among the three forms of arguments examined in this study. Based on the results, we argue that Toulmin's (1958) model of argumentation is an effective basis for website designers to develop convincing trust-assuring arguments and to improve existing trust-assuring arguments in Internet stores.",The Effects of Trust-Assuring Arguments on Consumer Trust in Internet Stores - Application of Toulmin's Model of Argumentation,"['10.2307/1251829', '10.1007/978-1-4612-4964-1', '10.1080/00913367.1943.10673459', '10.2979/esj.2003.2.3.71', '10.2979/esj.2003.2.2.7', '10.5465/amr.1995.9508080335', '10.5465/amr.1998.926617', '10.1080/10864415.2003.11044270', '10.1080/10864415.2001.11044227', '10.1080/10864415.2001.11044235', '10.2307/3172593', '10.5465/amr.1998.926622', '10.1086/209350', '10.2307/259290', '10.2307/258792', '10.2753/mis0742-1222230210', '10.1086/209278', '10.2307/30036519', '10.2307/4132332', '10.2307/3250969', '10.1287/orsc.14.1.5.12810', '10.2307/249487', '10.2307/249686', '10.1002/dir.10071', '10.1016/s1467-0895(03)00005-8', '10.1080/07421222.2003.11045777', '10.1080/07421222.2002.11045715', '10.1080/07421222.2004.11045817', '10.1287/isre.1040.0032', '10.1287/isre.1040.0015', '10.1287/isre.13.3.296.76', '10.1287/isre.13.3.334.81', '10.1037/0022-3514.46.1.69', '10.1016/0749-5978(91)90016-m', '10.3200/socp.146.1.31-50', '10.1023/a:1019104520776', '10.1145/302979.303001', '10.1145/299157.299175', '10.4018/jgim.2004010102']"
0,"This study seeks to clarify the nature of control in the context of information privacy to generate insights into the effects of different privacy assurance approaches on context-specific concerns for information privacy. We theorize that such effects are exhibited through mediation by perceived control over personal information and develop arguments in support of the interaction effects involving different privacy assurance approaches (individual self-protection, industry self-regulation, and government legislation). We test the research model in the context of location-based services using data obtained from 178 individuals in Singapore. In general, the results support our core assertion that perceived control over personal information is a key factor affecting context-specific concerns for information privacy. In addition to enhancing our theoretical understanding of the link between control and privacy concerns, these findings have important implications for service providers and consumers as well as for regulatory bodies and technology developers.","Research Note - Effects of Individual Self-Protection, Industry Self-Regulation, and Government Regulation on Privacy Concerns - A Study of Location-Based Services","['10.1201/1078/43203.20.1.20031201/40079.2', '10.1037/h0046016', '10.1016/j.dss.2011.01.017', '10.1037/0003-066x.39.9.955', '10.1002/mar.4220100504', '10.1146/annurev.ps.44.020193.001211', '10.7591/9781501721243', '10.1145/2076444.2076448', '10.1177/0093650206287076', '10.1177/002224377701400320', '10.1111/j.1468-2958.2010.01377.x', '10.2307/3150783', '10.1146/annurev.psych.52.1.1', '10.1146/annurev.psych.52.1.27', '10.1057/ejis.2008.29', '10.1177/074391569101000111', '10.1016/j.dss.2010.01.010', '10.1111/1540-4560.00063', '10.1111/1540-4560.00071', '10.1111/1540-4560.00067', '10.2753/mis0742-1222260305', '10.2753/mis0742-1222240406', '10.1509/jppm.19.1.27.16941', '10.1509/jppm.19.1.20.16944', '10.1509/jppm.19.1.7.16951', '10.1509/jppm.19.2.238.17136', '10.1177/001391657600800102', '10.2307/40041279', '10.1002/job.157', '10.2307/25148779', '10.2307/25148783', '10.2307/25148715', '10.2307/20650293', '10.2307/20650322', '10.2307/20650284', '10.2307/25148854', '10.2307/30036541', '10.2307/20650295', '10.2307/41409970', '10.1111/j.1559-1816.1993.tb01007.x', '10.4018/irmj.2001100104', '10.1287/orsc.10.1.104', '10.2307/249775', '10.2307/249477', '10.2307/3250951', '10.1109/tse.2008.88', '10.1002/dir.20009', '10.1002/(sici)1520-6653(199923)13:4<24::aid-dir3>3.0.co;2-o', '10.1002/asi.20459', '10.1017/cbo9780511625138', '10.1145/1357054.1357134', '10.1287/isre.1060.0103', '10.1287/isre.1060.0080', '10.1287/isre.1040.0032', '10.1287/isre.1040.0015', '10.1287/isre.13.1.36.97', '10.1287/isre.14.2.189.16018', '10.1287/isre.13.3.334.81', '10.1080/01972240252818207', '10.1080/019722499128583', '10.1080/01972240490507956', '10.1080/01972240490507974', '10.1111/j.1540-4560.1977.tb01880.x', '10.1145/1047671.1047674', '10.1145/1053291.1053295', '10.1145/953460.953510', '10.1037/0022-3514.32.2.311', '10.1037/0022-3514.71.3.549', '10.1037/0022-3514.51.6.1173', '10.1016/j.elerap.2010.06.001', '10.1016/j.elerap.2009.05.001', '10.1080/01449290410001715723', '10.1037/0021-9010.86.1.114', '10.2307/270723', '10.1037/0021-9010.88.5.879', '10.1109/msp.2005.22', '10.1287/mnsc.1080.0902', '10.1287/mnsc.1060.0597', '10.2307/3481326', '10.1145/253671.253680']"
0,"Prior research suggests that supply chain collaboration has enabled companies to compete more efficiently in a global economy. We investigate a class of collaboration software for product design and development called collaborative product commerce (CPC). Drawing on prior research in media richness theory and organizational science, we develop a theoretical framework to study the impact of CPC on product development. Based on data collected from 71 firms, we test our research hypotheses on the impact of CPC on product design quality, design cycle time, and development cost. We find that CPC implementation is associated with greater collaboration among product design teams. This collaboration has a significant, positive impact on product quality and reduces cycle time and product development cost. Further analyses reveal that CPC implementation is associated with substantial cost savings that can be attributed to improvements in product design quality, design turnaround time, greater design reuse, and lower product design documentation and rework costs.",Understanding the Impact of Collaboration Software on Product Design and Development,"['10.1201/1078/43199.19.1.20020101/31479.10', '10.2307/2393475', '10.1287/mnsc.47.1.189.10662', '10.1287/mnsc.47.12.1605.10240', '10.1287/mnsc.47.1.1.10668', '10.1287/mnsc.46.6.745.11941', '10.1287/mnsc.46.4.513.12060', '10.1287/mnsc.46.4.451.12056', '10.4135/9781412984560', '10.2307/41166603', '10.1016/s1573-4412(83)01011-9', '10.2307/41165973', '10.1016/0048-7333(94)00775-3', '10.1177/014920638601200408', '10.1109/17.985747', '10.1109/17.509980', '10.2307/3152062', '10.1023/a:1018700829825', '10.2307/3151333', '10.2307/3151312', '10.5465/amr.2002.7389914', '10.5465/amr.1995.9507312922', '10.5465/amr.1989.4308385', '10.1016/s0923-4748(97)00013-1', '10.2307/258557', '10.2307/2092993', '10.1023/a:1018700829825', '10.2307/30036517', '10.1080/0953728042000238782', '10.1080/01621459.1999.10474201', '10.1086/376806', '10.1287/orsc.5.1.14', '10.1287/orsc.6.2.147', '10.1287/orsc.6.4.373', '10.1287/orsc.1030.0053', '10.1287/orsc.11.5.473.15200', '10.1287/orsc.12.4.435.10635', '10.1287/isre.9.3.256', '10.1080/07421222.2002.11045716', '10.1080/07421222.2003.11045747', '10.1080/07421222.1994.11518021', '10.1287/orsc.13.4.402.2948', '10.1287/isre.1040.0029', '10.2307/2392402', '10.2307/2393701', '10.1201/9781420035926', '10.1007/s10799-007-0013-y', '10.1287/mnsc.22.10.1127', '10.1287/mnsc.32.5.554', '10.1287/mnsc.44.8.1032', '10.1287/mnsc.42.11.1592', '10.1037/0033-2909.103.3.411', '10.1145/376134.376170', '10.1023/a:1011469727367', '10.2307/1911446', '10.1287/mnsc.1060.0641', '10.1287/mnsc.1040.0248', '10.1287/mnsc.49.6.784.16023', '10.1016/s0048-7333(97)00040-1']"
